current_weight,desired_weight,recommended_calories,diet_type,meals,what_to_eat
101.3,110.1,3688,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
76.2,63.7,1721,keto,Intermittent fasting (2 meals),"Avocado, cheese, eggs, fatty fish, nuts"
98.9,99.5,3691,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
59.4,58.1,1201,vegan,4 small meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
49.2,59.6,2072,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
109.3,105.5,2535,vegan,3 meals + 2 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
78.0,78.1,3022,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
107.3,99.0,2507,keto,2 meals + 3 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
93.3,107.5,3483,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
50.8,61.6,1881,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
91.6,94.7,3363,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
49.4,56.8,2072,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
110.8,106.4,2653,vegan,2 meals + 3 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
71.2,76.9,2666,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
118.3,103.6,2697,low carb,3 meals + 2 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
84.6,82.0,1967,vegan,Intermittent fasting (2 meals),"Quinoa, chickpeas, spinach, almonds, soy milk"
102.1,101.3,2359,keto,2 meals + 3 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
97.9,92.7,2205,vegan,3 meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
104.6,108.6,3848,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
76.2,90.4,2943,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
79.6,68.5,1877,low carb,Intermittent fasting (2 meals),"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
87.5,92.5,3365,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
116.0,129.7,4161,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
107.3,115.3,4129,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
96.4,86.4,2165,vegan,4 small meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
109.7,101.6,2453,low carb,Intermittent fasting (2 meals),"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
84.8,88.9,3197,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
60.0,54.6,1225,low carb,Intermittent fasting (2 meals),"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
86.4,99.7,3146,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
112.4,127.4,4252,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
82.7,87.7,3292,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
108.3,121.5,4145,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
100.9,95.6,2362,low carb,3 meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
117.9,111.4,2652,keto,4 small meals,"Avocado, cheese, eggs, fatty fish, nuts"
102.5,113.0,3752,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
107.2,102.5,2467,vegan,Intermittent fasting (2 meals),"Quinoa, chickpeas, spinach, almonds, soy milk"
109.9,96.4,2478,vegan,Intermittent fasting (2 meals),"Quinoa, chickpeas, spinach, almonds, soy milk"
79.8,91.2,2948,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
68.2,54.6,1535,vegan,3 meals + 2 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
107.0,110.8,3984,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
76.5,77.2,2878,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
96.8,96.3,2296,vegan,2 meals + 3 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
54.2,44.4,1204,low carb,2 meals + 3 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
109.9,124.4,4089,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
96.8,90.4,2232,low carb,3 meals + 2 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
55.1,61.1,2073,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
45.2,30.6,961,low carb,3 meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
56.5,60.5,2152,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
83.8,81.0,1827,keto,Intermittent fasting (2 meals),"Avocado, cheese, eggs, fatty fish, nuts"
113.2,114.0,4201,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
55.5,50.8,1199,vegan,3 meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
118.6,128.6,4420,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
97.1,104.5,3658,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
99.2,111.4,3791,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
120.0,131.1,4400,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
54.6,68.1,2154,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
46.7,38.4,893,vegan,2 meals + 3 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
77.9,67.3,1705,vegan,3 meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
88.9,91.2,3493,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
70.2,65.1,1645,vegan,Intermittent fasting (2 meals),"Quinoa, chickpeas, spinach, almonds, soy milk"
66.4,57.1,1516,keto,Intermittent fasting (2 meals),"Avocado, cheese, eggs, fatty fish, nuts"
53.3,57.4,2008,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
70.7,84.9,2795,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
59.7,51.6,1233,low carb,3 meals + 2 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
75.7,78.9,2839,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
111.6,112.2,4237,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
90.3,91.6,3306,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
86.3,90.1,3397,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
89.1,74.2,2114,vegan,3 meals + 2 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
48.0,46.4,900,keto,4 small meals,"Avocado, cheese, eggs, fatty fish, nuts"
95.3,104.0,3463,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
78.0,64.1,1778,low carb,3 meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
63.0,53.7,1473,low carb,Intermittent fasting (2 meals),"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
85.2,88.5,3213,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
82.9,79.0,1843,low carb,2 meals + 3 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
104.8,108.3,3990,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
93.3,105.5,3620,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
74.1,62.6,1629,low carb,4 small meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
104.8,93.4,2497,low carb,4 small meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
48.5,58.6,1975,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
103.1,95.4,2412,low carb,3 meals + 2 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
74.3,79.8,2899,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
103.9,111.6,4012,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
116.8,119.5,4404,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
92.7,99.4,3478,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
57.2,46.5,1232,low carb,3 meals + 2 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
48.9,56.1,1953,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
81.1,82.0,2958,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
93.0,94.1,3380,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
83.2,89.6,3132,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
63.7,60.9,1301,vegan,3 meals + 2 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
50.4,43.5,1049,vegan,3 meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
75.9,85.3,2791,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
116.8,108.7,2695,low carb,3 meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
81.2,75.2,1790,keto,Intermittent fasting (2 meals),"Avocado, cheese, eggs, fatty fish, nuts"
82.5,76.5,1803,low carb,3 meals + 2 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
87.6,83.5,2009,low carb,2 meals + 3 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
72.9,63.8,1558,keto,Intermittent fasting (2 meals),"Avocado, cheese, eggs, fatty fish, nuts"
87.3,90.9,3209,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
45.4,32.2,847,keto,2 meals + 3 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
51.9,63.6,2014,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
116.0,130.3,4267,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
103.6,110.7,3996,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
49.6,44.2,1019,vegan,Intermittent fasting (2 meals),"Quinoa, chickpeas, spinach, almonds, soy milk"
87.2,81.1,2071,low carb,3 meals + 2 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
80.8,90.6,3050,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
51.7,44.6,1052,vegan,3 meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
101.2,96.9,2416,keto,2 meals + 3 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
59.1,60.2,2298,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
68.7,68.1,1560,low carb,4 small meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
70.9,85.3,2621,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
94.6,97.3,3704,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
72.6,75.0,2841,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
88.9,89.9,3338,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
111.1,124.0,4202,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
60.1,46.8,1225,low carb,4 small meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
62.2,71.9,2556,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
113.4,123.6,4117,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
71.1,76.6,2801,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
76.6,66.7,1679,vegan,Intermittent fasting (2 meals),"Quinoa, chickpeas, spinach, almonds, soy milk"
62.3,73.6,2550,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
65.6,76.9,2430,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
57.8,61.5,2398,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
108.4,100.6,2509,keto,Intermittent fasting (2 meals),"Avocado, cheese, eggs, fatty fish, nuts"
61.6,46.7,1240,low carb,Intermittent fasting (2 meals),"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
60.5,52.7,1386,low carb,Intermittent fasting (2 meals),"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
76.6,73.8,1678,keto,4 small meals,"Avocado, cheese, eggs, fatty fish, nuts"
117.3,122.7,4263,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
99.6,92.0,2308,vegan,3 meals + 2 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
53.2,53.3,2193,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
110.8,123.3,4172,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
97.9,84.0,2218,low carb,Intermittent fasting (2 meals),"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
53.1,61.1,2252,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
81.7,88.8,3244,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
73.7,74.4,2739,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
116.2,130.1,4435,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
76.5,82.8,2780,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
92.0,100.0,3500,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
78.6,73.0,1827,vegan,Intermittent fasting (2 meals),"Quinoa, chickpeas, spinach, almonds, soy milk"
107.4,113.6,4109,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
45.4,38.9,951,vegan,3 meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
102.1,114.6,3925,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
118.1,103.9,2777,vegan,4 small meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
96.2,108.9,3615,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
65.9,74.5,2575,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
100.7,88.2,2293,keto,Intermittent fasting (2 meals),"Avocado, cheese, eggs, fatty fish, nuts"
111.9,113.0,4094,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
64.4,55.9,1428,keto,3 meals + 2 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
67.9,58.7,1518,vegan,2 meals + 3 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
113.3,113.6,4229,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
88.1,76.7,2019,keto,3 meals + 2 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
104.7,109.2,4036,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
79.3,86.0,2943,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
74.7,79.5,2946,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
66.5,63.9,1369,vegan,3 meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
78.3,85.6,3112,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
116.2,126.2,4364,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
84.1,88.9,3075,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
56.6,62.5,2199,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
52.5,45.3,1033,low carb,Intermittent fasting (2 meals),"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
107.8,122.4,4006,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
102.8,87.8,2388,keto,4 small meals,"Avocado, cheese, eggs, fatty fish, nuts"
88.3,102.8,3428,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
52.4,63.4,2208,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
63.5,54.6,1435,vegan,2 meals + 3 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
103.8,105.3,3735,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
62.2,70.8,2517,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
91.2,81.4,2089,vegan,4 small meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
96.3,104.3,3763,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
55.3,58.7,2274,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
96.9,95.4,2320,vegan,3 meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
90.3,82.3,2026,keto,4 small meals,"Avocado, cheese, eggs, fatty fish, nuts"
101.9,114.8,3673,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
49.5,52.4,1937,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
79.1,89.7,3032,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
111.6,110.9,2546,keto,2 meals + 3 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
64.9,62.6,1341,keto,3 meals + 2 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
84.7,86.4,3171,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
45.9,49.1,1767,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
52.8,51.5,1040,low carb,2 meals + 3 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
54.3,63.9,2195,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
90.9,96.4,3452,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
55.0,49.1,1259,keto,3 meals + 2 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
64.6,70.7,2370,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
58.5,70.6,2294,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
64.4,70.3,2646,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
101.2,104.8,3849,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
85.2,79.5,1948,low carb,Intermittent fasting (2 meals),"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
116.8,122.5,4225,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
90.7,84.3,2031,low carb,4 small meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
60.2,65.2,2475,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
70.9,62.1,1625,keto,4 small meals,"Avocado, cheese, eggs, fatty fish, nuts"
78.5,78.5,2355,balanced,4 small meals,"Brown rice, mixed vegetables, lean meats, fruits, nuts"
67.9,72.2,2579,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
54.7,66.9,2195,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
81.4,86.7,3239,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
49.2,40.4,978,keto,3 meals,"Avocado, cheese, eggs, fatty fish, nuts"
84.2,74.0,1957,vegan,4 small meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
